"SiteName","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90"
"Site_38",-1.71269021644132,-1.67420279584714,-1.63571537525295,-1.59722795465876,-1.55874053406457,-1.52025311347039,-1.4817656928762,-1.44327827228201,-1.40479085168783,-1.36630343109364,-1.32781601049945,-1.28932858990527,-1.25084116931108,-1.21235374871689,-1.1738663281227,-1.13537890752852,-1.09689148693433,-1.05840406634014,-1.01991664574596,-0.981429225151769,-0.942941804557582,-0.904454383963395,-0.865966963369208,-0.827479542775021,-0.788992122180834,-0.750504701586647,-0.71201728099246,-0.673529860398273,-0.635042439804086,-0.596555019209899,-0.558067598615712,-0.519580178021525,-0.481092757427338,-0.442605336833151,-0.404117916238964,-0.365630495644777,-0.32714307505059,-0.288655654456403,-0.250168233862216,-0.211680813268029,-0.173193392673842,-0.134705972079655,-0.0962185514854676,-0.0577311308912805,-0.0192437102970935,0.0192437102970935,0.0577311308912805,0.0962185514854676,0.134705972079655,0.173193392673842,0.211680813268029,0.250168233862216,0.288655654456403,0.32714307505059,0.365630495644777,0.404117916238964,0.442605336833151,0.481092757427338,0.519580178021525,0.558067598615712,0.596555019209899,0.635042439804086,0.673529860398273,0.71201728099246,0.750504701586647,0.788992122180834,0.827479542775021,0.865966963369208,0.904454383963395,0.942941804557582,0.981429225151769,1.01991664574596,1.05840406634014,1.09689148693433,1.13537890752852,1.1738663281227,1.21235374871689,1.25084116931108,1.28932858990527,1.32781601049945,1.36630343109364,1.40479085168783,1.44327827228201,1.4817656928762,1.52025311347039,1.55874053406457,1.59722795465876,1.63571537525295,1.67420279584714,1.71269021644132
"Site_39",-1.71269021644132,-1.67420279584714,-1.63571537525295,-1.59722795465876,-1.55874053406457,-1.52025311347039,-1.4817656928762,-1.44327827228201,-1.40479085168783,-1.36630343109364,-1.32781601049945,-1.28932858990527,-1.25084116931108,-1.21235374871689,-1.1738663281227,-1.13537890752852,-1.09689148693433,-1.05840406634014,-1.01991664574596,-0.981429225151769,-0.942941804557582,-0.904454383963395,-0.865966963369208,-0.827479542775021,-0.788992122180834,-0.750504701586647,-0.71201728099246,-0.673529860398273,-0.635042439804086,-0.596555019209899,-0.558067598615712,-0.519580178021525,-0.481092757427338,-0.442605336833151,-0.404117916238964,-0.365630495644777,-0.32714307505059,-0.288655654456403,-0.250168233862216,-0.211680813268029,-0.173193392673842,-0.134705972079655,-0.0962185514854676,-0.0577311308912805,-0.0192437102970935,0.0192437102970935,0.0577311308912805,0.0962185514854676,0.134705972079655,0.173193392673842,0.211680813268029,0.250168233862216,0.288655654456403,0.32714307505059,0.365630495644777,0.404117916238964,0.442605336833151,0.481092757427338,0.519580178021525,0.558067598615712,0.596555019209899,0.635042439804086,0.673529860398273,0.71201728099246,0.750504701586647,0.788992122180834,0.827479542775021,0.865966963369208,0.904454383963395,0.942941804557582,0.981429225151769,1.01991664574596,1.05840406634014,1.09689148693433,1.13537890752852,1.1738663281227,1.21235374871689,1.25084116931108,1.28932858990527,1.32781601049945,1.36630343109364,1.40479085168783,1.44327827228201,1.4817656928762,1.52025311347039,1.55874053406457,1.59722795465876,1.63571537525295,1.67420279584714,1.71269021644132
"Site_41",-1.71269021644132,-1.67420279584714,-1.63571537525295,-1.59722795465876,-1.55874053406457,-1.52025311347039,-1.4817656928762,-1.44327827228201,-1.40479085168783,-1.36630343109364,-1.32781601049945,-1.28932858990527,-1.25084116931108,-1.21235374871689,-1.1738663281227,-1.13537890752852,-1.09689148693433,-1.05840406634014,-1.01991664574596,-0.981429225151769,-0.942941804557582,-0.904454383963395,-0.865966963369208,-0.827479542775021,-0.788992122180834,-0.750504701586647,-0.71201728099246,-0.673529860398273,-0.635042439804086,-0.596555019209899,-0.558067598615712,-0.519580178021525,-0.481092757427338,-0.442605336833151,-0.404117916238964,-0.365630495644777,-0.32714307505059,-0.288655654456403,-0.250168233862216,-0.211680813268029,-0.173193392673842,-0.134705972079655,-0.0962185514854676,-0.0577311308912805,-0.0192437102970935,0.0192437102970935,0.0577311308912805,0.0962185514854676,0.134705972079655,0.173193392673842,0.211680813268029,0.250168233862216,0.288655654456403,0.32714307505059,0.365630495644777,0.404117916238964,0.442605336833151,0.481092757427338,0.519580178021525,0.558067598615712,0.596555019209899,0.635042439804086,0.673529860398273,0.71201728099246,0.750504701586647,0.788992122180834,0.827479542775021,0.865966963369208,0.904454383963395,0.942941804557582,0.981429225151769,1.01991664574596,1.05840406634014,1.09689148693433,1.13537890752852,1.1738663281227,1.21235374871689,1.25084116931108,1.28932858990527,1.32781601049945,1.36630343109364,1.40479085168783,1.44327827228201,1.4817656928762,1.52025311347039,1.55874053406457,1.59722795465876,1.63571537525295,1.67420279584714,1.71269021644132
"Site_42",-1.71269021644132,-1.67420279584714,-1.63571537525295,-1.59722795465876,-1.55874053406457,-1.52025311347039,-1.4817656928762,-1.44327827228201,-1.40479085168783,-1.36630343109364,-1.32781601049945,-1.28932858990527,-1.25084116931108,-1.21235374871689,-1.1738663281227,-1.13537890752852,-1.09689148693433,-1.05840406634014,-1.01991664574596,-0.981429225151769,-0.942941804557582,-0.904454383963395,-0.865966963369208,-0.827479542775021,-0.788992122180834,-0.750504701586647,-0.71201728099246,-0.673529860398273,-0.635042439804086,-0.596555019209899,-0.558067598615712,-0.519580178021525,-0.481092757427338,-0.442605336833151,-0.404117916238964,-0.365630495644777,-0.32714307505059,-0.288655654456403,-0.250168233862216,-0.211680813268029,-0.173193392673842,-0.134705972079655,-0.0962185514854676,-0.0577311308912805,-0.0192437102970935,0.0192437102970935,0.0577311308912805,0.0962185514854676,0.134705972079655,0.173193392673842,0.211680813268029,0.250168233862216,0.288655654456403,0.32714307505059,0.365630495644777,0.404117916238964,0.442605336833151,0.481092757427338,0.519580178021525,0.558067598615712,0.596555019209899,0.635042439804086,0.673529860398273,0.71201728099246,0.750504701586647,0.788992122180834,0.827479542775021,0.865966963369208,0.904454383963395,0.942941804557582,0.981429225151769,1.01991664574596,1.05840406634014,1.09689148693433,1.13537890752852,1.1738663281227,1.21235374871689,1.25084116931108,1.28932858990527,1.32781601049945,1.36630343109364,1.40479085168783,1.44327827228201,1.4817656928762,1.52025311347039,1.55874053406457,1.59722795465876,1.63571537525295,1.67420279584714,1.71269021644132
"Site_44",-1.71269021644132,-1.67420279584714,-1.63571537525295,-1.59722795465876,-1.55874053406457,-1.52025311347039,-1.4817656928762,-1.44327827228201,-1.40479085168783,-1.36630343109364,-1.32781601049945,-1.28932858990527,-1.25084116931108,-1.21235374871689,-1.1738663281227,-1.13537890752852,-1.09689148693433,-1.05840406634014,-1.01991664574596,-0.981429225151769,-0.942941804557582,-0.904454383963395,-0.865966963369208,-0.827479542775021,-0.788992122180834,-0.750504701586647,-0.71201728099246,-0.673529860398273,-0.635042439804086,-0.596555019209899,-0.558067598615712,-0.519580178021525,-0.481092757427338,-0.442605336833151,-0.404117916238964,-0.365630495644777,-0.32714307505059,-0.288655654456403,-0.250168233862216,-0.211680813268029,-0.173193392673842,-0.134705972079655,-0.0962185514854676,-0.0577311308912805,-0.0192437102970935,0.0192437102970935,0.0577311308912805,0.0962185514854676,0.134705972079655,0.173193392673842,0.211680813268029,0.250168233862216,0.288655654456403,0.32714307505059,0.365630495644777,0.404117916238964,0.442605336833151,0.481092757427338,0.519580178021525,0.558067598615712,0.596555019209899,0.635042439804086,0.673529860398273,0.71201728099246,0.750504701586647,0.788992122180834,0.827479542775021,0.865966963369208,0.904454383963395,0.942941804557582,0.981429225151769,1.01991664574596,1.05840406634014,1.09689148693433,1.13537890752852,1.1738663281227,1.21235374871689,1.25084116931108,1.28932858990527,1.32781601049945,1.36630343109364,1.40479085168783,1.44327827228201,1.4817656928762,1.52025311347039,1.55874053406457,1.59722795465876,1.63571537525295,1.67420279584714,1.71269021644132
"Site_46",-1.71269021644132,-1.67420279584714,-1.63571537525295,-1.59722795465876,-1.55874053406457,-1.52025311347039,-1.4817656928762,-1.44327827228201,-1.40479085168783,-1.36630343109364,-1.32781601049945,-1.28932858990527,-1.25084116931108,-1.21235374871689,-1.1738663281227,-1.13537890752852,-1.09689148693433,-1.05840406634014,-1.01991664574596,-0.981429225151769,-0.942941804557582,-0.904454383963395,-0.865966963369208,-0.827479542775021,-0.788992122180834,-0.750504701586647,-0.71201728099246,-0.673529860398273,-0.635042439804086,-0.596555019209899,-0.558067598615712,-0.519580178021525,-0.481092757427338,-0.442605336833151,-0.404117916238964,-0.365630495644777,-0.32714307505059,-0.288655654456403,-0.250168233862216,-0.211680813268029,-0.173193392673842,-0.134705972079655,-0.0962185514854676,-0.0577311308912805,-0.0192437102970935,0.0192437102970935,0.0577311308912805,0.0962185514854676,0.134705972079655,0.173193392673842,0.211680813268029,0.250168233862216,0.288655654456403,0.32714307505059,0.365630495644777,0.404117916238964,0.442605336833151,0.481092757427338,0.519580178021525,0.558067598615712,0.596555019209899,0.635042439804086,0.673529860398273,0.71201728099246,0.750504701586647,0.788992122180834,0.827479542775021,0.865966963369208,0.904454383963395,0.942941804557582,0.981429225151769,1.01991664574596,1.05840406634014,1.09689148693433,1.13537890752852,1.1738663281227,1.21235374871689,1.25084116931108,1.28932858990527,1.32781601049945,1.36630343109364,1.40479085168783,1.44327827228201,1.4817656928762,1.52025311347039,1.55874053406457,1.59722795465876,1.63571537525295,1.67420279584714,1.71269021644132
"Site_47",-1.71269021644132,-1.67420279584714,-1.63571537525295,-1.59722795465876,-1.55874053406457,-1.52025311347039,-1.4817656928762,-1.44327827228201,-1.40479085168783,-1.36630343109364,-1.32781601049945,-1.28932858990527,-1.25084116931108,-1.21235374871689,-1.1738663281227,-1.13537890752852,-1.09689148693433,-1.05840406634014,-1.01991664574596,-0.981429225151769,-0.942941804557582,-0.904454383963395,-0.865966963369208,-0.827479542775021,-0.788992122180834,-0.750504701586647,-0.71201728099246,-0.673529860398273,-0.635042439804086,-0.596555019209899,-0.558067598615712,-0.519580178021525,-0.481092757427338,-0.442605336833151,-0.404117916238964,-0.365630495644777,-0.32714307505059,-0.288655654456403,-0.250168233862216,-0.211680813268029,-0.173193392673842,-0.134705972079655,-0.0962185514854676,-0.0577311308912805,-0.0192437102970935,0.0192437102970935,0.0577311308912805,0.0962185514854676,0.134705972079655,0.173193392673842,0.211680813268029,0.250168233862216,0.288655654456403,0.32714307505059,0.365630495644777,0.404117916238964,0.442605336833151,0.481092757427338,0.519580178021525,0.558067598615712,0.596555019209899,0.635042439804086,0.673529860398273,0.71201728099246,0.750504701586647,0.788992122180834,0.827479542775021,0.865966963369208,0.904454383963395,0.942941804557582,0.981429225151769,1.01991664574596,1.05840406634014,1.09689148693433,1.13537890752852,1.1738663281227,1.21235374871689,1.25084116931108,1.28932858990527,1.32781601049945,1.36630343109364,1.40479085168783,1.44327827228201,1.4817656928762,1.52025311347039,1.55874053406457,1.59722795465876,1.63571537525295,1.67420279584714,1.71269021644132
"Site_48",-1.71269021644132,-1.67420279584714,-1.63571537525295,-1.59722795465876,-1.55874053406457,-1.52025311347039,-1.4817656928762,-1.44327827228201,-1.40479085168783,-1.36630343109364,-1.32781601049945,-1.28932858990527,-1.25084116931108,-1.21235374871689,-1.1738663281227,-1.13537890752852,-1.09689148693433,-1.05840406634014,-1.01991664574596,-0.981429225151769,-0.942941804557582,-0.904454383963395,-0.865966963369208,-0.827479542775021,-0.788992122180834,-0.750504701586647,-0.71201728099246,-0.673529860398273,-0.635042439804086,-0.596555019209899,-0.558067598615712,-0.519580178021525,-0.481092757427338,-0.442605336833151,-0.404117916238964,-0.365630495644777,-0.32714307505059,-0.288655654456403,-0.250168233862216,-0.211680813268029,-0.173193392673842,-0.134705972079655,-0.0962185514854676,-0.0577311308912805,-0.0192437102970935,0.0192437102970935,0.0577311308912805,0.0962185514854676,0.134705972079655,0.173193392673842,0.211680813268029,0.250168233862216,0.288655654456403,0.32714307505059,0.365630495644777,0.404117916238964,0.442605336833151,0.481092757427338,0.519580178021525,0.558067598615712,0.596555019209899,0.635042439804086,0.673529860398273,0.71201728099246,0.750504701586647,0.788992122180834,0.827479542775021,0.865966963369208,0.904454383963395,0.942941804557582,0.981429225151769,1.01991664574596,1.05840406634014,1.09689148693433,1.13537890752852,1.1738663281227,1.21235374871689,1.25084116931108,1.28932858990527,1.32781601049945,1.36630343109364,1.40479085168783,1.44327827228201,1.4817656928762,1.52025311347039,1.55874053406457,1.59722795465876,1.63571537525295,1.67420279584714,1.71269021644132
"Site_50",-1.71269021644132,-1.67420279584714,-1.63571537525295,-1.59722795465876,-1.55874053406457,-1.52025311347039,-1.4817656928762,-1.44327827228201,-1.40479085168783,-1.36630343109364,-1.32781601049945,-1.28932858990527,-1.25084116931108,-1.21235374871689,-1.1738663281227,-1.13537890752852,-1.09689148693433,-1.05840406634014,-1.01991664574596,-0.981429225151769,-0.942941804557582,-0.904454383963395,-0.865966963369208,-0.827479542775021,-0.788992122180834,-0.750504701586647,-0.71201728099246,-0.673529860398273,-0.635042439804086,-0.596555019209899,-0.558067598615712,-0.519580178021525,-0.481092757427338,-0.442605336833151,-0.404117916238964,-0.365630495644777,-0.32714307505059,-0.288655654456403,-0.250168233862216,-0.211680813268029,-0.173193392673842,-0.134705972079655,-0.0962185514854676,-0.0577311308912805,-0.0192437102970935,0.0192437102970935,0.0577311308912805,0.0962185514854676,0.134705972079655,0.173193392673842,0.211680813268029,0.250168233862216,0.288655654456403,0.32714307505059,0.365630495644777,0.404117916238964,0.442605336833151,0.481092757427338,0.519580178021525,0.558067598615712,0.596555019209899,0.635042439804086,0.673529860398273,0.71201728099246,0.750504701586647,0.788992122180834,0.827479542775021,0.865966963369208,0.904454383963395,0.942941804557582,0.981429225151769,1.01991664574596,1.05840406634014,1.09689148693433,1.13537890752852,1.1738663281227,1.21235374871689,1.25084116931108,1.28932858990527,1.32781601049945,1.36630343109364,1.40479085168783,1.44327827228201,1.4817656928762,1.52025311347039,1.55874053406457,1.59722795465876,1.63571537525295,1.67420279584714,1.71269021644132
"Site_51",-1.71269021644132,-1.67420279584714,-1.63571537525295,-1.59722795465876,-1.55874053406457,-1.52025311347039,-1.4817656928762,-1.44327827228201,-1.40479085168783,-1.36630343109364,-1.32781601049945,-1.28932858990527,-1.25084116931108,-1.21235374871689,-1.1738663281227,-1.13537890752852,-1.09689148693433,-1.05840406634014,-1.01991664574596,-0.981429225151769,-0.942941804557582,-0.904454383963395,-0.865966963369208,-0.827479542775021,-0.788992122180834,-0.750504701586647,-0.71201728099246,-0.673529860398273,-0.635042439804086,-0.596555019209899,-0.558067598615712,-0.519580178021525,-0.481092757427338,-0.442605336833151,-0.404117916238964,-0.365630495644777,-0.32714307505059,-0.288655654456403,-0.250168233862216,-0.211680813268029,-0.173193392673842,-0.134705972079655,-0.0962185514854676,-0.0577311308912805,-0.0192437102970935,0.0192437102970935,0.0577311308912805,0.0962185514854676,0.134705972079655,0.173193392673842,0.211680813268029,0.250168233862216,0.288655654456403,0.32714307505059,0.365630495644777,0.404117916238964,0.442605336833151,0.481092757427338,0.519580178021525,0.558067598615712,0.596555019209899,0.635042439804086,0.673529860398273,0.71201728099246,0.750504701586647,0.788992122180834,0.827479542775021,0.865966963369208,0.904454383963395,0.942941804557582,0.981429225151769,1.01991664574596,1.05840406634014,1.09689148693433,1.13537890752852,1.1738663281227,1.21235374871689,1.25084116931108,1.28932858990527,1.32781601049945,1.36630343109364,1.40479085168783,1.44327827228201,1.4817656928762,1.52025311347039,1.55874053406457,1.59722795465876,1.63571537525295,1.67420279584714,1.71269021644132
"Site_52",-1.71269021644132,-1.67420279584714,-1.63571537525295,-1.59722795465876,-1.55874053406457,-1.52025311347039,-1.4817656928762,-1.44327827228201,-1.40479085168783,-1.36630343109364,-1.32781601049945,-1.28932858990527,-1.25084116931108,-1.21235374871689,-1.1738663281227,-1.13537890752852,-1.09689148693433,-1.05840406634014,-1.01991664574596,-0.981429225151769,-0.942941804557582,-0.904454383963395,-0.865966963369208,-0.827479542775021,-0.788992122180834,-0.750504701586647,-0.71201728099246,-0.673529860398273,-0.635042439804086,-0.596555019209899,-0.558067598615712,-0.519580178021525,-0.481092757427338,-0.442605336833151,-0.404117916238964,-0.365630495644777,-0.32714307505059,-0.288655654456403,-0.250168233862216,-0.211680813268029,-0.173193392673842,-0.134705972079655,-0.0962185514854676,-0.0577311308912805,-0.0192437102970935,0.0192437102970935,0.0577311308912805,0.0962185514854676,0.134705972079655,0.173193392673842,0.211680813268029,0.250168233862216,0.288655654456403,0.32714307505059,0.365630495644777,0.404117916238964,0.442605336833151,0.481092757427338,0.519580178021525,0.558067598615712,0.596555019209899,0.635042439804086,0.673529860398273,0.71201728099246,0.750504701586647,0.788992122180834,0.827479542775021,0.865966963369208,0.904454383963395,0.942941804557582,0.981429225151769,1.01991664574596,1.05840406634014,1.09689148693433,1.13537890752852,1.1738663281227,1.21235374871689,1.25084116931108,1.28932858990527,1.32781601049945,1.36630343109364,1.40479085168783,1.44327827228201,1.4817656928762,1.52025311347039,1.55874053406457,1.59722795465876,1.63571537525295,1.67420279584714,1.71269021644132
"Site_54",-1.71269021644132,-1.67420279584714,-1.63571537525295,-1.59722795465876,-1.55874053406457,-1.52025311347039,-1.4817656928762,-1.44327827228201,-1.40479085168783,-1.36630343109364,-1.32781601049945,-1.28932858990527,-1.25084116931108,-1.21235374871689,-1.1738663281227,-1.13537890752852,-1.09689148693433,-1.05840406634014,-1.01991664574596,-0.981429225151769,-0.942941804557582,-0.904454383963395,-0.865966963369208,-0.827479542775021,-0.788992122180834,-0.750504701586647,-0.71201728099246,-0.673529860398273,-0.635042439804086,-0.596555019209899,-0.558067598615712,-0.519580178021525,-0.481092757427338,-0.442605336833151,-0.404117916238964,-0.365630495644777,-0.32714307505059,-0.288655654456403,-0.250168233862216,-0.211680813268029,-0.173193392673842,-0.134705972079655,-0.0962185514854676,-0.0577311308912805,-0.0192437102970935,0.0192437102970935,0.0577311308912805,0.0962185514854676,0.134705972079655,0.173193392673842,0.211680813268029,0.250168233862216,0.288655654456403,0.32714307505059,0.365630495644777,0.404117916238964,0.442605336833151,0.481092757427338,0.519580178021525,0.558067598615712,0.596555019209899,0.635042439804086,0.673529860398273,0.71201728099246,0.750504701586647,0.788992122180834,0.827479542775021,0.865966963369208,0.904454383963395,0.942941804557582,0.981429225151769,1.01991664574596,1.05840406634014,1.09689148693433,1.13537890752852,1.1738663281227,1.21235374871689,1.25084116931108,1.28932858990527,1.32781601049945,1.36630343109364,1.40479085168783,1.44327827228201,1.4817656928762,1.52025311347039,1.55874053406457,1.59722795465876,1.63571537525295,1.67420279584714,1.71269021644132
"Site_55",-1.71269021644132,-1.67420279584714,-1.63571537525295,-1.59722795465876,-1.55874053406457,-1.52025311347039,-1.4817656928762,-1.44327827228201,-1.40479085168783,-1.36630343109364,-1.32781601049945,-1.28932858990527,-1.25084116931108,-1.21235374871689,-1.1738663281227,-1.13537890752852,-1.09689148693433,-1.05840406634014,-1.01991664574596,-0.981429225151769,-0.942941804557582,-0.904454383963395,-0.865966963369208,-0.827479542775021,-0.788992122180834,-0.750504701586647,-0.71201728099246,-0.673529860398273,-0.635042439804086,-0.596555019209899,-0.558067598615712,-0.519580178021525,-0.481092757427338,-0.442605336833151,-0.404117916238964,-0.365630495644777,-0.32714307505059,-0.288655654456403,-0.250168233862216,-0.211680813268029,-0.173193392673842,-0.134705972079655,-0.0962185514854676,-0.0577311308912805,-0.0192437102970935,0.0192437102970935,0.0577311308912805,0.0962185514854676,0.134705972079655,0.173193392673842,0.211680813268029,0.250168233862216,0.288655654456403,0.32714307505059,0.365630495644777,0.404117916238964,0.442605336833151,0.481092757427338,0.519580178021525,0.558067598615712,0.596555019209899,0.635042439804086,0.673529860398273,0.71201728099246,0.750504701586647,0.788992122180834,0.827479542775021,0.865966963369208,0.904454383963395,0.942941804557582,0.981429225151769,1.01991664574596,1.05840406634014,1.09689148693433,1.13537890752852,1.1738663281227,1.21235374871689,1.25084116931108,1.28932858990527,1.32781601049945,1.36630343109364,1.40479085168783,1.44327827228201,1.4817656928762,1.52025311347039,1.55874053406457,1.59722795465876,1.63571537525295,1.67420279584714,1.71269021644132
"Site_57",-1.71269021644132,-1.67420279584714,-1.63571537525295,-1.59722795465876,-1.55874053406457,-1.52025311347039,-1.4817656928762,-1.44327827228201,-1.40479085168783,-1.36630343109364,-1.32781601049945,-1.28932858990527,-1.25084116931108,-1.21235374871689,-1.1738663281227,-1.13537890752852,-1.09689148693433,-1.05840406634014,-1.01991664574596,-0.981429225151769,-0.942941804557582,-0.904454383963395,-0.865966963369208,-0.827479542775021,-0.788992122180834,-0.750504701586647,-0.71201728099246,-0.673529860398273,-0.635042439804086,-0.596555019209899,-0.558067598615712,-0.519580178021525,-0.481092757427338,-0.442605336833151,-0.404117916238964,-0.365630495644777,-0.32714307505059,-0.288655654456403,-0.250168233862216,-0.211680813268029,-0.173193392673842,-0.134705972079655,-0.0962185514854676,-0.0577311308912805,-0.0192437102970935,0.0192437102970935,0.0577311308912805,0.0962185514854676,0.134705972079655,0.173193392673842,0.211680813268029,0.250168233862216,0.288655654456403,0.32714307505059,0.365630495644777,0.404117916238964,0.442605336833151,0.481092757427338,0.519580178021525,0.558067598615712,0.596555019209899,0.635042439804086,0.673529860398273,0.71201728099246,0.750504701586647,0.788992122180834,0.827479542775021,0.865966963369208,0.904454383963395,0.942941804557582,0.981429225151769,1.01991664574596,1.05840406634014,1.09689148693433,1.13537890752852,1.1738663281227,1.21235374871689,1.25084116931108,1.28932858990527,1.32781601049945,1.36630343109364,1.40479085168783,1.44327827228201,1.4817656928762,1.52025311347039,1.55874053406457,1.59722795465876,1.63571537525295,1.67420279584714,1.71269021644132
"Site_58",-1.71269021644132,-1.67420279584714,-1.63571537525295,-1.59722795465876,-1.55874053406457,-1.52025311347039,-1.4817656928762,-1.44327827228201,-1.40479085168783,-1.36630343109364,-1.32781601049945,-1.28932858990527,-1.25084116931108,-1.21235374871689,-1.1738663281227,-1.13537890752852,-1.09689148693433,-1.05840406634014,-1.01991664574596,-0.981429225151769,-0.942941804557582,-0.904454383963395,-0.865966963369208,-0.827479542775021,-0.788992122180834,-0.750504701586647,-0.71201728099246,-0.673529860398273,-0.635042439804086,-0.596555019209899,-0.558067598615712,-0.519580178021525,-0.481092757427338,-0.442605336833151,-0.404117916238964,-0.365630495644777,-0.32714307505059,-0.288655654456403,-0.250168233862216,-0.211680813268029,-0.173193392673842,-0.134705972079655,-0.0962185514854676,-0.0577311308912805,-0.0192437102970935,0.0192437102970935,0.0577311308912805,0.0962185514854676,0.134705972079655,0.173193392673842,0.211680813268029,0.250168233862216,0.288655654456403,0.32714307505059,0.365630495644777,0.404117916238964,0.442605336833151,0.481092757427338,0.519580178021525,0.558067598615712,0.596555019209899,0.635042439804086,0.673529860398273,0.71201728099246,0.750504701586647,0.788992122180834,0.827479542775021,0.865966963369208,0.904454383963395,0.942941804557582,0.981429225151769,1.01991664574596,1.05840406634014,1.09689148693433,1.13537890752852,1.1738663281227,1.21235374871689,1.25084116931108,1.28932858990527,1.32781601049945,1.36630343109364,1.40479085168783,1.44327827228201,1.4817656928762,1.52025311347039,1.55874053406457,1.59722795465876,1.63571537525295,1.67420279584714,1.71269021644132
